epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,3171.06,0.71991,1.70141,0.97856,0.83942,0.3502,0.39225,0.32539,0.69998,1.38545,0.84091,0.0004852,0.0004852,0.0004852
28,3275.14,0.68688,1.75505,0.96896,0.8409,0.39381,0.40357,0.33889,0.67227,1.36926,0.83354,0.0004654,0.0004654,0.0004654
29,3382.98,0.72795,1.61682,1.0476,0.86648,0.40179,0.41743,0.34649,0.67948,1.33624,0.83787,0.0004456,0.0004456,0.0004456
30,3493.01,0.69698,1.67798,0.97806,0.91495,0.39944,0.44095,0.37228,0.68243,1.41134,0.83284,0.0004258,0.0004258,0.0004258
31,3605.31,0.72942,1.71491,1.00417,0.891,0.39634,0.68552,0.56814,0.69579,1.46047,0.83799,0.000406,0.000406,0.000406
32,3716.58,0.70324,1.65251,0.98379,0.85743,0.38864,0.65181,0.53416,0.73525,1.47051,0.86003,0.0003862,0.0003862,0.0003862
33,3826.99,0.6876,1.68957,0.97348,0.74376,0.5,0.63398,0.51571,0.75166,1.48292,0.86171,0.0003664,0.0003664,0.0003664
34,3933.64,0.68317,1.66609,0.97222,0.89691,0.37851,0.65187,0.53197,0.7332,1.43569,0.85396,0.0003466,0.0003466,0.0003466
35,4041.89,0.70683,1.81138,0.96467,0.87697,0.38393,0.66023,0.56102,0.73193,1.44049,0.85381,0.0003268,0.0003268,0.0003268
36,4153.47,0.7244,1.54884,1.03273,0.86153,0.39782,0.65982,0.55576,0.74083,1.48553,0.85681,0.000307,0.000307,0.000307
37,4275.49,0.65699,1.8896,0.89031,0.89123,0.38032,0.44772,0.36921,0.74101,1.52944,0.84957,0.0002872,0.0002872,0.0002872
38,4398.19,0.70283,1.5955,0.96416,0.89182,0.37496,0.43734,0.36005,0.73765,1.4734,0.84732,0.0002674,0.0002674,0.0002674
39,4520.16,0.76765,1.56051,1.03809,0.87097,0.4256,0.45907,0.38613,0.72558,1.35601,0.84346,0.0002476,0.0002476,0.0002476
40,4640.53,0.69203,1.65592,0.96181,0.86251,0.43254,0.67386,0.57766,0.71127,1.32895,0.84353,0.0002278,0.0002278,0.0002278
41,4767.29,0.66598,1.69389,0.93298,0.91025,0.36976,0.67389,0.58521,0.68056,1.32959,0.83322,0.000208,0.000208,0.000208
42,4878.76,0.63454,1.6907,0.92173,0.90447,0.37698,0.67159,0.58087,0.67064,1.33658,0.82883,0.0001882,0.0001882,0.0001882
43,4963.35,0.64677,1.70592,0.93042,0.89608,0.37698,0.67193,0.58378,0.66169,1.35282,0.82367,0.0001684,0.0001684,0.0001684
44,5057.61,0.63625,1.68018,0.8972,0.89886,0.37698,0.67357,0.58023,0.65768,1.32863,0.81695,0.0001486,0.0001486,0.0001486
45,5172.99,0.62419,1.61388,0.92244,0.893,0.39702,0.68467,0.58914,0.66229,1.37089,0.81696,0.0001288,0.0001288,0.0001288
46,5274.75,0.63667,1.62487,0.91485,0.89324,0.39635,0.6842,0.58845,0.66763,1.36232,0.82004,0.000109,0.000109,0.000109
47,5368.81,0.60771,1.61537,0.89108,0.88409,0.40548,0.6888,0.58961,0.67009,1.38754,0.81958,8.92e-05,8.92e-05,8.92e-05
48,5454.55,0.5967,1.61485,0.90008,0.89054,0.40338,0.68652,0.58941,0.66743,1.40919,0.8182,6.94e-05,6.94e-05,6.94e-05
49,5539.96,0.61767,1.67127,0.8919,0.89603,0.40249,0.6856,0.58775,0.66492,1.43497,0.81814,4.96e-05,4.96e-05,4.96e-05
50,5624.88,0.58997,1.60286,0.931,0.88393,0.40469,0.68352,0.5855,0.66369,1.40655,0.81721,2.98e-05,2.98e-05,2.98e-05
