epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,706.424,0.66447,0.81121,0.95737,0.99897,0.98214,0.98508,0.79643,0.73243,0.53136,0.89416,0.0008515,0.0008515,0.0008515
17,752.731,0.67858,0.83907,0.96536,0.99905,0.98214,0.98508,0.7442,0.84222,0.53824,0.96796,0.0008416,0.0008416,0.0008416
18,798.037,0.64962,0.77156,0.94608,0.99909,0.98214,0.98507,0.73955,0.86086,0.44542,0.96107,0.0008317,0.0008317,0.0008317
19,843.752,0.67099,0.7648,0.96022,0.99904,0.98214,0.98509,0.76344,0.83691,0.42774,0.92659,0.0008218,0.0008218,0.0008218
20,888.608,0.63903,0.69894,0.94524,0.99907,0.98214,0.9851,0.77904,0.83046,0.51897,0.92368,0.0008119,0.0008119,0.0008119
21,933.634,0.64042,0.71502,0.94936,0.99911,0.98214,0.98509,0.74411,0.88596,0.42981,0.95335,0.000802,0.000802,0.000802
22,972.074,0.68168,0.77454,0.9702,0.99904,0.98214,0.98509,0.72656,0.90657,0.43536,0.9531,0.0007921,0.0007921,0.0007921
23,1010.6,0.66432,0.68864,0.94687,0.99903,0.98214,0.98508,0.76636,0.8715,0.44411,0.96264,0.0007822,0.0007822,0.0007822
24,1049.93,0.60324,0.69253,0.93824,0.99897,0.98214,0.98507,0.76702,0.87834,0.46553,0.96258,0.0007723,0.0007723,0.0007723
25,1088.33,0.62608,0.66343,0.94372,0.999,0.98214,0.98507,0.76025,0.88483,0.44004,0.96378,0.0007624,0.0007624,0.0007624
26,1127.45,0.6575,0.68884,0.97075,0.99902,0.98214,0.98508,0.77601,0.77502,0.38119,0.89315,0.0007525,0.0007525,0.0007525
27,1168.25,0.65991,0.63714,0.97358,0.99895,0.98214,0.98509,0.79609,0.78227,0.38241,0.89608,0.0007426,0.0007426,0.0007426
28,1212.81,0.64962,0.70096,0.95976,0.99896,0.98214,0.98509,0.76377,0.81382,0.37535,0.91032,0.0007327,0.0007327,0.0007327
29,1256.81,0.6475,0.63714,0.95052,0.99903,0.98214,0.9851,0.80077,0.72676,0.36797,0.86561,0.0007228,0.0007228,0.0007228
30,1293.06,0.60881,0.63728,0.92098,0.9989,0.98214,0.9851,0.78756,0.80778,0.38005,0.8973,0.0007129,0.0007129,0.0007129
31,1329.14,0.60002,0.57304,0.94555,0.99898,0.98214,0.98509,0.7928,0.76374,0.38612,0.88574,0.000703,0.000703,0.000703
32,1365.22,0.60972,0.58989,0.91407,0.99898,0.98214,0.98508,0.76432,0.89348,0.40318,0.96807,0.0006931,0.0006931,0.0006931
33,1401.09,0.59227,0.57516,0.93857,0.99902,0.98214,0.98508,0.78748,0.82501,0.4056,0.91272,0.0006832,0.0006832,0.0006832
34,1437.01,0.60571,0.56616,0.90764,0.999,0.98214,0.98509,0.79386,0.84129,0.39452,0.91698,0.0006733,0.0006733,0.0006733
35,1473.34,0.59202,0.54975,0.9221,0.99894,0.98214,0.98509,0.77621,0.82383,0.36898,0.90513,0.0006634,0.0006634,0.0006634
36,1509.23,0.6063,0.56657,0.93573,0.99899,0.98214,0.98509,0.79739,0.77426,0.38877,0.8769,0.0006535,0.0006535,0.0006535
37,1545.82,0.61208,0.54777,0.94831,0.99904,0.98214,0.98512,0.77653,0.82129,0.38389,0.90442,0.0006436,0.0006436,0.0006436
38,1581.8,0.60294,0.55192,0.94333,0.99901,0.98214,0.98514,0.74001,0.86,0.38476,0.92558,0.0006337,0.0006337,0.0006337
39,1617.65,0.60787,0.53307,0.93341,0.99897,0.98214,0.98517,0.73574,0.86893,0.39858,0.92654,0.0006238,0.0006238,0.0006238
40,1653.83,0.59227,0.50433,0.91568,0.99902,0.98214,0.98526,0.73577,0.85642,0.37341,0.92524,0.0006139,0.0006139,0.0006139
41,1689.83,0.62149,0.53456,0.93718,0.99902,0.98214,0.98517,0.79997,0.78553,0.34411,0.90908,0.000604,0.000604,0.000604
42,1725.71,0.62798,0.54052,0.94811,0.99903,0.98214,0.98517,0.76228,0.87852,0.37786,0.9367,0.0005941,0.0005941,0.0005941
43,1761.56,0.62276,0.51547,0.95353,0.99908,0.98214,0.98528,0.77044,0.78287,0.36455,0.88936,0.0005842,0.0005842,0.0005842
44,1797.34,0.56269,0.49935,0.92955,0.99905,0.98214,0.98518,0.7532,0.83275,0.34459,0.915,0.0005743,0.0005743,0.0005743
45,1833.28,0.60749,0.5526,0.92027,0.9989,0.98214,0.98514,0.78796,0.81165,0.33596,0.9161,0.0005644,0.0005644,0.0005644
46,1869.19,0.54844,0.49784,0.91888,0.99898,0.98214,0.98516,0.74596,0.86299,0.34423,0.95512,0.0005545,0.0005545,0.0005545
47,1905.25,0.5611,0.47561,0.92617,0.999,0.98214,0.98514,0.79965,0.73616,0.32897,0.86966,0.0005446,0.0005446,0.0005446
48,1941.19,0.56964,0.4556,0.9196,0.999,0.98214,0.98516,0.77512,0.82356,0.34916,0.91154,0.0005347,0.0005347,0.0005347
49,1977.33,0.57115,0.45776,0.94902,0.99903,0.98214,0.98518,0.77771,0.78766,0.31946,0.89059,0.0005248,0.0005248,0.0005248
50,2015.09,0.56284,0.43653,0.91679,0.9988,0.98214,0.98521,0.7732,0.77392,0.36072,0.89167,0.0005149,0.0005149,0.0005149
51,2055.99,0.55662,0.44485,0.90481,0.999,0.98214,0.98522,0.76673,0.86921,0.3223,0.95968,0.000505,0.000505,0.000505
52,2094.28,0.5668,0.4458,0.90917,0.99903,0.98214,0.98531,0.80059,0.7762,0.34006,0.89221,0.0004951,0.0004951,0.0004951
53,2135.77,0.5478,0.46017,0.89845,0.99898,0.98214,0.98533,0.79071,0.80399,0.34197,0.8994,0.0004852,0.0004852,0.0004852
54,2177.56,0.55888,0.44111,0.91842,0.9989,0.98214,0.98554,0.80337,0.77135,0.37462,0.87682,0.0004753,0.0004753,0.0004753
55,2218.3,0.59029,0.44269,0.92039,0.99899,0.98214,0.98564,0.81373,0.68017,0.33075,0.84249,0.0004654,0.0004654,0.0004654
56,2259.62,0.54436,0.42143,0.90604,0.99904,0.98214,0.98558,0.80412,0.75404,0.28766,0.87262,0.0004555,0.0004555,0.0004555
57,2301.54,0.56729,0.42991,0.92864,0.999,0.98214,0.9855,0.79371,0.75705,0.27837,0.87795,0.0004456,0.0004456,0.0004456
58,2342.98,0.55306,0.427,0.9005,0.99898,0.98214,0.98544,0.76613,0.81909,0.29546,0.9268,0.0004357,0.0004357,0.0004357
59,2384.69,0.56332,0.43328,0.91565,0.99903,0.98214,0.98548,0.73786,0.87853,0.32272,0.93288,0.0004258,0.0004258,0.0004258
60,2427.97,0.5349,0.42459,0.91999,0.99903,0.98214,0.9855,0.74937,0.81449,0.28123,0.90669,0.0004159,0.0004159,0.0004159
61,2470.38,0.55378,0.42438,0.92646,0.99901,0.98214,0.98567,0.7532,0.80498,0.32385,0.90095,0.000406,0.000406,0.000406
62,2513.75,0.53541,0.40311,0.91124,0.99901,0.98214,0.9856,0.76964,0.8221,0.3307,0.91575,0.0003961,0.0003961,0.0003961
63,2559.59,0.50234,0.40061,0.89812,0.99899,0.98214,0.98568,0.78776,0.79563,0.31002,0.90207,0.0003862,0.0003862,0.0003862
64,2608.61,0.52079,0.39978,0.89784,0.999,0.98214,0.98664,0.80395,0.79513,0.31201,0.90347,0.0003763,0.0003763,0.0003763
65,2653.31,0.52533,0.40865,0.89655,0.99899,0.98214,0.98842,0.76718,0.83982,0.3304,0.9155,0.0003664,0.0003664,0.0003664
66,2694.45,0.53259,0.39575,0.9199,0.99901,0.98214,0.987,0.77725,0.81995,0.3115,0.91093,0.0003565,0.0003565,0.0003565
67,2735.34,0.52793,0.39186,0.91107,0.99901,0.98214,0.9869,0.79928,0.78037,0.33264,0.89191,0.0003466,0.0003466,0.0003466
68,2778.31,0.5446,0.40252,0.93118,0.999,0.98214,0.98708,0.80757,0.74058,0.31635,0.86955,0.0003367,0.0003367,0.0003367
69,2818.87,0.53684,0.39559,0.91282,0.99897,0.98214,0.98616,0.76722,0.77698,0.31099,0.88748,0.0003268,0.0003268,0.0003268
70,2859.18,0.54305,0.40591,0.91586,0.99901,0.98214,0.98615,0.73207,0.8449,0.32546,0.91164,0.0003169,0.0003169,0.0003169
71,2900.2,0.51091,0.41518,0.92217,0.999,0.98214,0.98626,0.74718,0.86178,0.32594,0.91169,0.000307,0.000307,0.000307
72,2940.65,0.52231,0.40379,0.91981,0.99903,0.98214,0.98619,0.75426,0.85496,0.32709,0.91461,0.0002971,0.0002971,0.0002971
73,2981.67,0.50317,0.36203,0.89937,0.99903,0.98214,0.98664,0.76763,0.82285,0.33764,0.90218,0.0002872,0.0002872,0.0002872
74,3022.44,0.5527,0.39978,0.93399,0.99901,0.98214,0.9873,0.81749,0.76574,0.30278,0.88748,0.0002773,0.0002773,0.0002773
75,3062.86,0.53085,0.38954,0.92224,0.999,0.98214,0.9894,0.8178,0.78332,0.28947,0.90355,0.0002674,0.0002674,0.0002674
76,3103.13,0.54417,0.38682,0.91042,0.99897,0.98214,0.98862,0.79513,0.75904,0.25369,0.88434,0.0002575,0.0002575,0.0002575
77,3143.68,0.53615,0.37807,0.90964,0.99901,0.98214,0.98777,0.79459,0.78091,0.29458,0.89284,0.0002476,0.0002476,0.0002476
78,3184.16,0.51607,0.36222,0.90807,0.99902,0.98214,0.98846,0.79739,0.80637,0.32726,0.90327,0.0002377,0.0002377,0.0002377
79,3225.09,0.52673,0.36428,0.91104,0.99903,0.98214,0.9873,0.79432,0.80543,0.34278,0.89591,0.0002278,0.0002278,0.0002278
80,3265.26,0.50669,0.36608,0.89979,0.99902,0.98214,0.98708,0.80537,0.75896,0.29585,0.87836,0.0002179,0.0002179,0.0002179
81,3305.85,0.51061,0.3571,0.90516,0.99903,0.98214,0.98732,0.80344,0.75189,0.26571,0.87428,0.000208,0.000208,0.000208
82,3346.08,0.48949,0.35972,0.88977,0.99903,0.98214,0.98761,0.79498,0.76056,0.27574,0.8814,0.0001981,0.0001981,0.0001981
83,3386.76,0.47277,0.34202,0.89313,0.99903,0.98214,0.98808,0.78093,0.80038,0.3404,0.89561,0.0001882,0.0001882,0.0001882
84,3426.79,0.5261,0.37327,0.90793,0.99903,0.98214,0.98811,0.80698,0.78392,0.33716,0.8878,0.0001783,0.0001783,0.0001783
85,3467.21,0.51662,0.37501,0.89653,0.99901,0.98214,0.98796,0.79537,0.78183,0.31278,0.89495,0.0001684,0.0001684,0.0001684
86,3507.63,0.49454,0.35578,0.90484,0.99898,0.98214,0.98796,0.77467,0.79142,0.28227,0.90129,0.0001585,0.0001585,0.0001585
87,3547.96,0.50729,0.35236,0.89583,0.99897,0.98214,0.9878,0.79071,0.75987,0.26519,0.88449,0.0001486,0.0001486,0.0001486
88,3590.9,0.48075,0.34878,0.89839,0.99899,0.98214,0.98793,0.79403,0.75172,0.25827,0.8849,0.0001387,0.0001387,0.0001387
89,3632.06,0.46187,0.33165,0.88262,0.99901,0.98214,0.98838,0.78983,0.76882,0.25088,0.89574,0.0001288,0.0001288,0.0001288
90,3674.59,0.4484,0.33984,0.87186,0.99903,0.98214,0.98946,0.78275,0.79207,0.26556,0.91066,0.0001189,0.0001189,0.0001189
91,3716.21,0.44554,0.34771,0.84181,0.99899,0.98214,0.98556,0.75778,0.79909,0.27817,0.92152,0.000109,0.000109,0.000109
92,3764.81,0.47659,0.35336,0.87517,0.99894,0.98214,0.98551,0.75888,0.80133,0.2753,0.918,9.91e-05,9.91e-05,9.91e-05
93,3808.66,0.44159,0.33765,0.86001,0.99899,0.98214,0.98561,0.73827,0.84399,0.26982,0.92908,8.92e-05,8.92e-05,8.92e-05
94,3850.12,0.45463,0.33575,0.86361,0.99901,0.98214,0.98565,0.73956,0.87017,0.27852,0.93887,7.93e-05,7.93e-05,7.93e-05
95,3893.47,0.45377,0.33673,0.85772,0.99901,0.98214,0.9856,0.73832,0.84956,0.26849,0.92899,6.94e-05,6.94e-05,6.94e-05
96,3933.6,0.42414,0.32554,0.87008,0.99899,0.98214,0.98566,0.74458,0.83502,0.25977,0.92592,5.95e-05,5.95e-05,5.95e-05
97,3975.43,0.43564,0.3261,0.86377,0.99901,0.98214,0.98572,0.73912,0.84726,0.26992,0.93508,4.96e-05,4.96e-05,4.96e-05
98,4017.96,0.43803,0.32287,0.84075,0.99902,0.98214,0.98569,0.74051,0.85365,0.27948,0.93709,3.97e-05,3.97e-05,3.97e-05
99,4062.26,0.43532,0.32251,0.85589,0.99901,0.98214,0.98572,0.7385,0.85135,0.2747,0.9372,2.98e-05,2.98e-05,2.98e-05
100,4105.19,0.42369,0.32002,0.84469,0.99902,0.98214,0.98576,0.73842,0.85124,0.27392,0.9382,1.99e-05,1.99e-05,1.99e-05
